key_id,player_id,family_name,given_name,birth_date,female,goal_keeper,defender,midfielder,forward,count_tournaments,list_tournaments,player_wikipedia_link,tournament_id,tournament_name,year,start_date,host_country,age_at_tournament,total_goals,penalty,own_goal,matches_played,matches_started,matches_as_substitute,positions_played,team_id,played,wins,draws,losses,goals_for,goals_against,goal_difference,points,position,win_rate,avg_goals_per_match,avg_conceded_per_match
7079,P-01364,Oparaku,Mobi,1976-12-01,0,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Mobi_Oparaku,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,France,21.0,0.0,0.0,0.0,1.0,1.0,0.0,defender,T-50,3.0,2.0,0.0,1.0,5.0,5.0,0.0,6.0,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667
7080,P-67645,Oparanozie,Desire,1993-12-17,1,0,0,0,1,3,"2011, 2015, 2019",https://en.wikipedia.org/wiki/Desire_Oparanozie,WC-2011,2011 FIFA Women's World Cup,2011,2011-06-26,Germany,17.0,0.0,0.0,0.0,3.0,3.0,0.0,center forward,T-50,3.0,1.0,0.0,2.0,1.0,2.0,-1.0,3.0,3.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
7081,P-04420,Opare,Daniel,1990-10-18,0,0,1,0,0,1,2014,https://en.wikipedia.org/wiki/Daniel_Opare,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,Brazil,23.0,0.0,0.0,0.0,1.0,1.0,0.0,right back,T-32,3.0,0.0,1.0,2.0,4.0,6.0,-2.0,1.0,4.0,0.0,1.3333333333333333,2.0
7082,P-70691,Openda,Loïs,2000-02-16,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Lo%C3%AFs_Openda,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,Qatar,22.0,0.0,0.0,0.0,1.0,0.0,1.0,forward,T-06,3.0,1.0,1.0,1.0,1.0,2.0,-1.0,4.0,3.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
7083,P-19181,Oprinsen,Toon,1910-11-25,0,0,0,1,0,1,1934,https://en.wikipedia.org/wiki/Toon_Oprinsen,WC-1934,1934 FIFA Men's World Cup,1934,1934-05-27,Italy,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
7084,P-29677,Öqvist,Josefine,1983-07-23,1,0,0,0,1,2,"2003, 2011",https://en.wikipedia.org/wiki/Josefine_%C3%96qvist,WC-2003,2003 FIFA Women's World Cup,2003,2003-09-20,United States,20.0,1.0,0.0,0.0,4.0,0.0,4.0,forward,T-74,3.0,2.0,0.0,1.0,5.0,3.0,2.0,6.0,2.0,0.6666666666666666,1.6666666666666667,1.0
7085,P-83361,Orabi,Osama,1962-01-22,0,0,0,1,0,1,1990,https://en.wikipedia.org/wiki/Osama_Orabi,WC-1990,1990 FIFA Men's World Cup,1990,1990-06-08,Italy,28.0,0.0,0.0,0.0,1.0,1.0,0.0,midfielder,T-26,3.0,0.0,2.0,1.0,1.0,2.0,-1.0,2.0,4.0,0.0,0.3333333333333333,0.6666666666666666
7086,P-42180,Oraibi,Ghanim,1961-08-16,0,0,1,0,0,1,1986,https://en.wikipedia.org/wiki/Ghanim_Oraibi,WC-1986,1986 FIFA Men's World Cup,1986,1986-05-31,Mexico,24.0,0.0,0.0,0.0,3.0,3.0,0.0,defender,T-39,3.0,0.0,0.0,3.0,1.0,4.0,-3.0,0.0,4.0,0.0,0.3333333333333333,1.3333333333333333
7087,P-74376,Orapin,Waenngoen,1995-10-07,1,0,0,1,0,1,2019,https://en.wikipedia.org/wiki/Orapin_Waenngoen,WC-2019,2019 FIFA Women's World Cup,2019,2019-06-07,France,23.0,0.0,0.0,0.0,2.0,0.0,2.0,midfielder,T-76,3.0,0.0,0.0,3.0,1.0,20.0,-19.0,0.0,4.0,0.0,0.3333333333333333,6.666666666666667
7088,P-42972,Orathai,Srimanee,1988-06-12,1,0,0,0,1,2,"2015, 2019",https://en.wikipedia.org/wiki/Orathai_Srimanee,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,Canada,27.0,2.0,0.0,0.0,3.0,2.0,1.0,"forward, attacking midfielder, second striker",T-76,3.0,1.0,0.0,2.0,3.0,10.0,-7.0,3.0,3.0,0.3333333333333333,1.0,3.3333333333333335
7089,P-86061,Ordega,Francisca,1993-10-19,1,0,0,0,1,3,"2011, 2015, 2019",https://en.wikipedia.org/wiki/Francisca_Ordega,WC-2011,2011 FIFA Women's World Cup,2011,2011-06-26,Germany,17.0,0.0,0.0,0.0,2.0,0.0,2.0,forward,T-50,3.0,1.0,0.0,2.0,1.0,2.0,-1.0,3.0,3.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
7090,P-77010,Ordiales,Jaime,1963-12-23,0,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Jaime_Ordiales,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,France,34.0,0.0,0.0,0.0,2.0,2.0,0.0,midfielder,T-46,3.0,1.0,2.0,0.0,7.0,5.0,2.0,5.0,2.0,0.3333333333333333,2.3333333333333335,1.6666666666666667
7091,P-82336,Oreco,not applicable,1932-06-13,0,0,0,1,0,1,1958,https://en.wikipedia.org/wiki/Oreco,WC-1958,1958 FIFA Men's World Cup,1958,1958-06-08,Sweden,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-09,3.0,2.0,1.0,0.0,5.0,0.0,5.0,5.0,1.0,0.6666666666666666,1.6666666666666667,0.0
7092,P-31755,Orellana,Fabián,1986-01-27,0,0,0,1,1,2,"2010, 2014",https://en.wikipedia.org/wiki/Fabi%C3%A1n_Orellana,WC-2010,2010 FIFA Men's World Cup,2010,2010-06-11,South Africa,24.0,0.0,0.0,0.0,1.0,0.0,1.0,forward,T-13,3.0,2.0,0.0,1.0,3.0,2.0,1.0,6.0,2.0,0.6666666666666666,1.0,0.6666666666666666
7093,P-75736,Oriali,Gabriele,1952-11-25,0,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Gabriele_Oriali,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,Spain,29.0,0.0,0.0,0.0,5.0,5.0,0.0,"midfielder, defensive midfielder",T-41,5.0,2.0,3.0,0.0,7.0,5.0,2.0,7.0,1.0,0.4,1.4,1.0
7094,P-77619,Origi,Divock,1995-04-18,0,0,0,0,1,1,2014,https://en.wikipedia.org/wiki/Divock_Origi,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,Brazil,19.0,1.0,0.0,0.0,5.0,2.0,3.0,"forward, center forward",T-06,3.0,3.0,0.0,0.0,4.0,1.0,3.0,9.0,1.0,1.0,1.3333333333333333,0.3333333333333333
7095,P-86028,Orión,Agustín,1981-07-26,0,1,0,0,0,1,2014,https://en.wikipedia.org/wiki/Agust%C3%ADn_Ori%C3%B3n,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,Brazil,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-03,3.0,3.0,0.0,0.0,6.0,3.0,3.0,9.0,1.0,1.0,2.0,1.0
7096,P-23667,Orji,Ebere,1992-12-23,1,0,0,1,0,1,2011,https://en.wikipedia.org/wiki/Ebere_Orji,WC-2011,2011 FIFA Women's World Cup,2011,2011-06-26,Germany,18.0,0.0,0.0,0.0,3.0,3.0,0.0,"left winger, left midfielder",T-50,3.0,1.0,0.0,2.0,1.0,2.0,-1.0,3.0,3.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
7097,P-91238,Orlandini,Rodolfo,1905-01-01,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Rodolfo_Orlandini,WC-1930,1930 FIFA Men's World Cup,1930,1930-07-13,Uruguay,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-03,3.0,3.0,0.0,0.0,10.0,4.0,6.0,6.0,1.0,1.0,3.3333333333333335,1.3333333333333333
7098,P-00577,Orlando,not applicable,1935-09-20,0,0,1,0,0,2,"1958, 1966",https://en.wikipedia.org/wiki/Orlando_Pe%C3%A7anha_de_Carvalho,WC-1958,1958 FIFA Men's World Cup,1958,1958-06-08,Sweden,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-09,3.0,2.0,1.0,0.0,5.0,0.0,5.0,5.0,1.0,0.6666666666666666,1.6666666666666667,0.0
7099,P-65709,Ørmen,Linda,1977-03-22,1,0,0,1,1,2,"1999, 2003",https://en.wikipedia.org/wiki/Linda_%C3%98rmen,WC-1999,1999 FIFA Women's World Cup,1999,1999-06-19,United States,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-53,3.0,3.0,0.0,0.0,13.0,2.0,11.0,9.0,1.0,1.0,4.333333333333333,0.6666666666666666
7100,P-74243,Ormeño,Raúl,1958-06-21,0,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Ra%C3%BAl_Orme%C3%B1o,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,Spain,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-13,3.0,0.0,0.0,3.0,3.0,8.0,-5.0,0.0,4.0,0.0,1.0,2.6666666666666665
7101,P-70361,Ormond,Willie,1927-02-23,0,0,0,0,1,1,1954,https://en.wikipedia.org/wiki/Willie_Ormond,WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,Switzerland,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-64,2.0,0.0,0.0,2.0,0.0,8.0,-8.0,0.0,4.0,0.0,0.0,4.0
7102,P-74383,Ørntoft,Christina,1985-07-02,1,0,1,0,0,1,2007,https://en.wikipedia.org/wiki/Christina_%C3%98rntoft,WC-2007,2007 FIFA Women's World Cup,2007,2007-09-10,China,22.0,0.0,0.0,0.0,1.0,1.0,0.0,left wing back,T-22,3.0,1.0,0.0,2.0,4.0,4.0,0.0,3.0,3.0,0.3333333333333333,1.3333333333333333,1.3333333333333333
7103,P-03638,Orsi,Raimundo,1901-12-02,0,0,0,0,1,1,1934,https://en.wikipedia.org/wiki/Raimundo_Orsi,WC-1934,1934 FIFA Men's World Cup,1934,1934-05-27,Italy,32.0,3.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
7104,P-26942,Oršić,Mislav,1992-12-29,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Mislav_Or%C5%A1i%C4%87,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,Qatar,29.0,1.0,0.0,0.0,6.0,1.0,5.0,"forward, left winger",T-18,3.0,1.0,2.0,0.0,4.0,1.0,3.0,5.0,2.0,0.3333333333333333,1.3333333333333333,0.3333333333333333
7105,P-09057,Ortega,Amadeo,,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Amadeo_Ortega,WC-1930,1930 FIFA Men's World Cup,1930,1930-07-13,Uruguay,,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-55,2.0,1.0,0.0,1.0,1.0,3.0,-2.0,2.0,2.0,0.5,0.5,1.5
7106,P-00065,Ortega,Ariel,1974-03-04,0,0,0,1,0,3,"1994, 1998, 2002",https://en.wikipedia.org/wiki/Ariel_Ortega,WC-1994,1994 FIFA Men's World Cup,1994,1994-06-17,United States,20.0,0.0,0.0,0.0,3.0,1.0,2.0,"forward, attacking midfielder",T-03,3.0,2.0,0.0,1.0,6.0,3.0,3.0,6.0,3.0,0.6666666666666666,2.0,1.0
7107,P-10248,Ortega,Cristóbal,1956-07-25,0,0,0,0,1,2,"1978, 1986",https://en.wikipedia.org/wiki/Crist%C3%B3bal_Ortega,WC-1978,1978 FIFA Men's World Cup,1978,1978-06-01,Argentina,21.0,0.0,0.0,0.0,1.0,1.0,0.0,midfielder,T-46,3.0,0.0,0.0,3.0,2.0,12.0,-10.0,0.0,4.0,0.0,0.6666666666666666,4.0
7108,P-17489,Ortelli,Arnaldo,1913-08-05,0,0,1,0,0,1,1934,https://en.wikipedia.org/wiki/Arnaldo_Ortelli,WC-1934,1934 FIFA Men's World Cup,1934,1934-05-27,Italy,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
7109,P-33048,Orth,Josef,1916-05-20,0,0,1,0,0,1,1938,https://en.wikipedia.org/wiki/Josef_Orth,WC-1938,1938 FIFA Men's World Cup,1938,1938-06-04,France,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
7110,P-37133,Ortigoza,Néstor,1984-10-07,0,0,0,1,0,1,2010,https://en.wikipedia.org/wiki/N%C3%A9stor_Ortigoza,WC-2010,2010 FIFA Men's World Cup,2010,2010-06-11,South Africa,25.0,0.0,0.0,0.0,1.0,1.0,0.0,defensive midfielder,T-55,3.0,1.0,2.0,0.0,3.0,1.0,2.0,5.0,1.0,0.3333333333333333,1.0,0.3333333333333333
7111,P-36858,Ortiz,Héctor,1928-12-20,0,0,0,1,0,1,1950,https://en.wikipedia.org/wiki/H%C3%A9ctor_Ortiz_(footballer),WC-1950,1950 FIFA Men's World Cup,1950,1950-06-24,Brazil,21.0,1.0,1.0,0.0,0.0,0.0,0.0,Unknown,T-46,3.0,0.0,0.0,3.0,2.0,10.0,-8.0,0.0,4.0,0.0,0.6666666666666666,3.3333333333333335
7112,P-24375,Ortiz,Katherine,1991-02-16,1,0,1,0,0,1,2015,https://en.wikipedia.org/wiki/Katherine_Ortiz,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,Canada,24.0,0.0,0.0,0.0,3.0,2.0,1.0,"defender, center back",T-25,3.0,0.0,0.0,3.0,1.0,17.0,-16.0,0.0,4.0,0.0,0.3333333333333333,5.666666666666667
7113,P-58900,Ortiz,Mario,1936-01-28,0,0,0,1,0,1,1962,https://en.wikipedia.org/wiki/Mario_Ortiz_(Chilean_footballer),WC-1962,1962 FIFA Men's World Cup,1962,1962-05-30,Chile,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-13,3.0,2.0,0.0,1.0,5.0,3.0,2.0,4.0,2.0,0.6666666666666666,1.6666666666666667,1.0
7114,P-41894,Ortiz,Néstor,1968-09-20,0,0,1,0,0,1,1994,https://en.wikipedia.org/wiki/N%C3%A9stor_Ortiz,WC-1994,1994 FIFA Men's World Cup,1994,1994-06-17,United States,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-16,3.0,1.0,0.0,2.0,4.0,5.0,-1.0,3.0,4.0,0.3333333333333333,1.3333333333333333,1.6666666666666667
7115,P-34830,Ortiz,Oscar,1953-04-08,0,0,0,0,1,1,1978,https://en.wikipedia.org/wiki/Oscar_Alberto_Ortiz,WC-1978,1978 FIFA Men's World Cup,1978,1978-06-01,Argentina,25.0,0.0,0.0,0.0,6.0,4.0,2.0,"midfielder, forward, left winger",T-03,6.0,4.0,1.0,1.0,12.0,3.0,9.0,9.0,1.0,0.6666666666666666,2.0,0.5
7116,P-52254,Ortiz Camargo,Guillermo,1939-06-25,0,0,0,0,1,1,1962,https://en.wikipedia.org/wiki/Guillermo_Ortiz_Camargo,WC-1962,1962 FIFA Men's World Cup,1962,1962-05-30,Chile,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-46,3.0,1.0,0.0,2.0,3.0,4.0,-1.0,2.0,3.0,0.3333333333333333,1.0,1.3333333333333333
7117,P-00618,Ortuño,Washington,1928-05-13,0,0,0,1,0,1,1950,https://en.wikipedia.org/wiki/Washington_Ortu%C3%B1o,WC-1950,1950 FIFA Men's World Cup,1950,1950-06-24,Brazil,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-84,4.0,3.0,1.0,0.0,15.0,5.0,10.0,7.0,1.0,0.75,3.75,1.25
7118,P-89782,Oruma,Wilson,1976-12-30,0,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Wilson_Oruma,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,France,21.0,1.0,0.0,0.0,1.0,1.0,0.0,midfielder,T-50,3.0,2.0,0.0,1.0,5.0,5.0,0.0,6.0,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667
7119,P-23371,Osako,Yuya,1990-05-18,0,0,0,0,1,2,"2014, 2018",https://en.wikipedia.org/wiki/Yuya_Osako,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,Brazil,24.0,0.0,0.0,0.0,2.0,2.0,0.0,center forward,T-44,3.0,0.0,1.0,2.0,2.0,6.0,-4.0,1.0,4.0,0.0,0.6666666666666666,2.0
7120,P-10055,Osbén,Mario,1950-07-14,0,1,0,0,0,1,1982,https://en.wikipedia.org/wiki/Mario_Osb%C3%A9n,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,Spain,31.0,0.0,0.0,0.0,3.0,3.0,0.0,goal keeper,T-13,3.0,0.0,0.0,3.0,3.0,8.0,-5.0,0.0,4.0,0.0,1.0,2.6666666666666665
7121,P-17276,Osborne,Leslie,1983-05-27,1,0,0,1,0,1,2007,https://en.wikipedia.org/wiki/Leslie_Osborne,WC-2007,2007 FIFA Women's World Cup,2007,2007-09-10,China,24.0,1.0,0.0,1.0,5.0,4.0,1.0,midfielder,T-83,3.0,2.0,1.0,0.0,5.0,2.0,3.0,7.0,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666
7122,P-69644,Oscar,not applicable,1954-06-20,0,0,1,0,0,3,"1978, 1982, 1986","https://en.wikipedia.org/wiki/Oscar_(footballer,_born_1954)",WC-1978,1978 FIFA Men's World Cup,1978,1978-06-01,Argentina,23.0,0.0,0.0,0.0,7.0,7.0,0.0,defender,T-09,6.0,3.0,3.0,0.0,8.0,2.0,6.0,9.0,2.0,0.5,1.3333333333333333,0.3333333333333333
7123,P-37239,Oscar,not applicable,1991-09-09,0,0,0,1,0,1,2014,"https://en.wikipedia.org/wiki/Oscar_(footballer,_born_1991)",WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,Brazil,22.0,2.0,0.0,0.0,7.0,7.0,0.0,"attacking midfielder, center midfielder, left midfielder",T-09,3.0,2.0,1.0,0.0,7.0,2.0,5.0,7.0,1.0,0.6666666666666666,2.3333333333333335,0.6666666666666666
7124,P-52064,Oscarino,not applicable,1907-01-17,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Oscarino_Costa_Silva,WC-1930,1930 FIFA Men's World Cup,1930,1930-07-13,Uruguay,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-09,2.0,1.0,0.0,1.0,5.0,2.0,3.0,2.0,2.0,0.5,2.5,1.0
7125,P-68909,Osei Agyemang,Myralyn,1981-11-05,1,0,0,0,1,1,2003,https://en.wikipedia.org/wiki/Myralyn_Osei_Agyemang,WC-2003,2003 FIFA Women's World Cup,2003,2003-09-20,United States,21.0,0.0,0.0,0.0,3.0,1.0,2.0,forward,T-32,3.0,1.0,0.0,2.0,2.0,5.0,-3.0,3.0,3.0,0.3333333333333333,0.6666666666666666,1.6666666666666667
7126,P-11917,Osgood,Peter,1947-02-20,0,0,0,0,1,1,1970,https://en.wikipedia.org/wiki/Peter_Osgood,WC-1970,1970 FIFA Men's World Cup,1970,1970-05-31,Mexico,23.0,0.0,0.0,0.0,2.0,0.0,2.0,forward,T-28,3.0,2.0,0.0,1.0,2.0,1.0,1.0,4.0,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333
7127,P-79048,Oshaniwa,Juwon,1990-09-14,0,0,1,0,0,1,2014,https://en.wikipedia.org/wiki/Juwon_Oshaniwa,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,Brazil,23.0,0.0,0.0,0.0,4.0,4.0,0.0,center back,T-50,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,2.0,0.3333333333333333,1.0,1.0
7128,P-82154,Oshima,Ryota,1993-01-23,0,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Ryota_Oshima,WC-2018,2018 FIFA Men's World Cup,2018,2018-06-14,Russia,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-44,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,2.0,0.3333333333333333,1.3333333333333333,1.3333333333333333
7129,P-59598,Oshoala,Asisat,1994-10-09,1,0,0,0,1,2,"2015, 2019",https://en.wikipedia.org/wiki/Asisat_Oshoala,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,Canada,20.0,1.0,0.0,0.0,3.0,3.0,0.0,"right winger, right midfielder, center forward",T-50,3.0,0.0,1.0,2.0,3.0,6.0,-3.0,1.0,4.0,0.0,1.0,2.0
7130,P-97223,Osorio,Hilarión,1928-10-21,0,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/Hilari%C3%B3n_Osorio,WC-1950,1950 FIFA Men's World Cup,1950,1950-06-24,Brazil,21.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-55,2.0,0.0,1.0,1.0,2.0,4.0,-2.0,1.0,3.0,0.0,1.0,2.0
7131,P-27541,Osorio,Jonathan,1992-06-12,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Jonathan_Osorio,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,Qatar,30.0,0.0,0.0,0.0,3.0,1.0,2.0,"midfielder, center midfielder",T-12,3.0,0.0,0.0,3.0,2.0,7.0,-5.0,0.0,4.0,0.0,0.6666666666666666,2.3333333333333335
7132,P-98486,Osorio,Ricardo,1980-03-30,0,0,1,0,0,2,"2006, 2010",https://en.wikipedia.org/wiki/Ricardo_Osorio,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,Germany,26.0,0.0,0.0,0.0,4.0,4.0,0.0,center back,T-46,3.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,0.3333333333333333,1.3333333333333333,1.0
7133,P-33258,Osorio,Saturnino,1945-01-06,0,0,1,0,0,1,1970,https://en.wikipedia.org/wiki/Saturnino_Osorio,WC-1970,1970 FIFA Men's World Cup,1970,1970-05-31,Mexico,25.0,0.0,0.0,0.0,3.0,3.0,0.0,defender,T-27,3.0,0.0,0.0,3.0,0.0,9.0,-9.0,0.0,4.0,0.0,0.0,3.0
7134,P-86679,Osorto,Francisco,1957-03-20,0,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Francisco_Osorto,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,Spain,25.0,0.0,0.0,0.0,2.0,2.0,0.0,defender,T-27,3.0,0.0,0.0,3.0,1.0,13.0,-12.0,0.0,4.0,0.0,0.3333333333333333,4.333333333333333
7135,P-94838,Ospina,David,1988-08-31,0,1,0,0,0,2,"2014, 2018",https://en.wikipedia.org/wiki/David_Ospina,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,Brazil,25.0,0.0,0.0,0.0,5.0,5.0,0.0,goal keeper,T-16,3.0,3.0,0.0,0.0,9.0,2.0,7.0,9.0,1.0,1.0,3.0,0.6666666666666666
7136,P-68128,Ospina,Diana,1989-03-03,1,0,0,1,1,2,"2011, 2015",https://en.wikipedia.org/wiki/Diana_Ospina_(footballer),WC-2011,2011 FIFA Women's World Cup,2011,2011-06-26,Germany,22.0,0.0,0.0,0.0,3.0,3.0,0.0,"right midfielder, right winger",T-16,3.0,0.0,1.0,2.0,0.0,4.0,-4.0,1.0,4.0,0.0,0.0,1.3333333333333333
7137,P-55250,Ostad-Asadi,Ali Akbar,1965-09-17,0,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Ali_Akbar_Ostad-Asadi,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,France,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-38,3.0,1.0,0.0,2.0,2.0,4.0,-2.0,3.0,3.0,0.3333333333333333,0.6666666666666666,1.3333333333333333
7138,P-82102,Östberg,Frida,1977-12-10,1,0,1,0,0,2,"2003, 2007",https://en.wikipedia.org/wiki/Frida_%C3%96stberg,WC-2003,2003 FIFA Women's World Cup,2003,2003-09-20,United States,25.0,0.0,0.0,0.0,6.0,5.0,1.0,defender,T-74,3.0,2.0,0.0,1.0,5.0,3.0,2.0,6.0,2.0,0.6666666666666666,1.6666666666666667,1.0
7139,P-94822,Østenstad,Egil,1972-01-02,0,0,0,0,1,1,1998,https://en.wikipedia.org/wiki/Egil_%C3%98stenstad,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,France,26.0,0.0,0.0,0.0,1.0,0.0,1.0,forward,T-53,3.0,1.0,2.0,0.0,5.0,4.0,1.0,5.0,2.0,0.3333333333333333,1.6666666666666667,1.3333333333333333
7140,P-48910,Osterc,Milan,1975-07-04,0,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/Milan_Osterc,WC-2002,2002 FIFA Men's World Cup,2002,2002-05-31,"Korea, Japan",26.0,0.0,0.0,0.0,3.0,2.0,1.0,"center forward, forward",T-69,3.0,0.0,0.0,3.0,2.0,7.0,-5.0,0.0,4.0,0.0,0.6666666666666666,2.3333333333333335
7141,P-68471,Ostolaza,Santiago,1962-07-10,0,0,0,1,0,1,1990,https://en.wikipedia.org/wiki/Santiago_Ostolaza,WC-1990,1990 FIFA Men's World Cup,1990,1990-06-08,Italy,27.0,0.0,0.0,0.0,3.0,3.0,0.0,midfielder,T-84,3.0,1.0,1.0,1.0,2.0,3.0,-1.0,3.0,3.0,0.3333333333333333,0.6666666666666666,1.0
7142,P-04392,Ostrovskiy,Leonid,1936-01-17,0,0,1,0,0,3,"1958, 1962, 1966",https://en.wikipedia.org/wiki/Leonid_Ostrovskiy,WC-1958,1958 FIFA Men's World Cup,1958,1958-06-08,Sweden,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-72,3.0,1.0,1.0,1.0,4.0,4.0,0.0,3.0,2.0,0.3333333333333333,1.3333333333333333,1.3333333333333333
7143,P-00146,Ostrowski,Marek,1959-11-22,0,0,1,0,0,1,1986,https://en.wikipedia.org/wiki/Marek_Ostrowski,WC-1986,1986 FIFA Men's World Cup,1986,1986-05-31,Mexico,26.0,0.0,0.0,0.0,4.0,4.0,0.0,"left back, defender",T-57,3.0,1.0,1.0,1.0,1.0,3.0,-2.0,3.0,3.0,0.3333333333333333,0.3333333333333333,1.0
7144,P-82283,Otake,Nami,1974-07-30,1,0,0,1,1,2,"1995, 1999",https://en.wikipedia.org/wiki/Nami_Otake,WC-1995,1995 FIFA Women's World Cup,1995,1995-06-05,Sweden,20.0,0.0,0.0,0.0,3.0,2.0,1.0,midfielder,T-44,3.0,1.0,0.0,2.0,2.0,4.0,-2.0,3.0,3.0,0.3333333333333333,0.6666666666666666,1.3333333333333333
7145,P-49114,Otamendi,Nicolás,1988-02-12,0,0,1,0,0,3,"2010, 2018, 2022",https://en.wikipedia.org/wiki/Nicol%C3%A1s_Otamendi,WC-2010,2010 FIFA Men's World Cup,2010,2010-06-11,South Africa,22.0,0.0,0.0,0.0,3.0,3.0,0.0,"center back, right back",T-03,3.0,3.0,0.0,0.0,7.0,1.0,6.0,9.0,1.0,1.0,2.3333333333333335,0.3333333333333333
7146,P-36911,Otani,Mio,1979-05-05,1,0,0,0,1,2,"2003, 2007",https://en.wikipedia.org/wiki/Mio_Otani,WC-2003,2003 FIFA Women's World Cup,2003,2003-09-20,United States,24.0,3.0,0.0,0.0,3.0,3.0,0.0,center forward,T-44,3.0,1.0,0.0,2.0,7.0,6.0,1.0,3.0,3.0,0.3333333333333333,2.3333333333333335,2.0
